fold,type,rank,song_name,time_range,loss,acc,f1_macro
fold1_0313_004641,highest,5,02b8fd02-08-박초월-수궁가_토끼가_독수리_밥이_될뻔하다_살아나는데끝_vocal.mid,150-180s,3.317691,0.0,0.0
fold1_0313_004641,highest,6,5be7b760-04-이일주-심청가_곽씨_죽음_vocal.mid,0-30s,2.995198,0.0,0.0
fold1_0313_004641,highest,7,0b67d588-24-04_심청가_--_심봉사_황성길-04_vocal.mid,210-240s,2.932919,0.0,0.0
fold1_0313_004641,highest,8,b80be517-02-조상현-춘향가_못허지야못허지야늦은_중몰이_vocal.mid,0-30s,2.906102,0.0,0.0
fold1_0313_004641,highest,9,b80be517-02-조상현-춘향가_못허지야못허지야늦은_중몰이_vocal.mid,30-60s,2.827895,0.0,0.0
fold1_0313_004641,highest,10,ded5bd92-02-안숙선-적벽가_동남풍_비는_데_vocal.mid,180-210s,2.82232,0.0,0.0
fold1_0313_004641,lowest,1,ed10d9c2-02-조상현-춘향가_사령_뒤를_따라간다진양_vocal.mid,540-570s,0.000147,1.0,0.333333
fold1_0313_004641,lowest,2,ed10d9c2-02-조상현-춘향가_사령_뒤를_따라간다진양_vocal.mid,870-900s,0.000467,1.0,0.333333
fold1_0313_004641,lowest,3,1930d2b7-01-김소희-춘향가_오리정_이별_대목_vocal.mid,120-150s,0.000473,1.0,0.333333
fold1_0313_004641,lowest,4,ed10d9c2-02-조상현-춘향가_사령_뒤를_따라간다진양_vocal.mid,840-870s,0.000531,1.0,0.333333
fold1_0313_004641,lowest,5,c642cab9-04-안숙선-적벽가_군사점고_허무적이_vocal.mid,300-330s,0.000621,1.0,0.333333
fold1_0313_004641,lowest,6,b80be517-02-조상현-춘향가_못허지야못허지야늦은_중몰이_vocal.mid,1140-1170s,0.000752,1.0,0.333333
fold1_0313_004641,lowest,7,ed10d9c2-02-조상현-춘향가_사령_뒤를_따라간다진양_vocal.mid,780-810s,0.000781,1.0,0.333333
fold1_0313_004641,lowest,8,6d7b9a90-01-오정숙-흥보가_둘째_박을_탐_vocal.mid,180-210s,0.000797,1.0,0.333333
fold1_0313_004641,lowest,9,ef6dedde-04-오정숙-흥보가_흥보_가난하게_삶_vocal.mid,240-270s,0.001059,1.0,0.333333
fold1_0313_004641,lowest,10,dbb66b6a-03-김소희-춘향가_방자_운봉관가로_내려오는_대목_vocal.mid,30-60s,0.00109,1.0,0.333333
fold2_0313_004641,highest,1,70188138-04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야_vocal.mid,0-30s,6.009676,0.0,0.0
fold2_0313_004641,highest,2,7cdb0758-03-김연수-적벽가_조조_군사들의_처참한_신세_vocal.mid,240-270s,5.626276,0.0,0.0
fold2_0313_004641,highest,3,2f560e4d-오케-심청전19_vocal.mid,60-90s,5.573281,0.328859,0.164983
fold2_0313_004641,highest,4,ea602e0b-04-김소희-춘향가_사또_잔칫날_어사_수작하는_대목_vocal.mid,420-450s,5.068554,0.0,0.0
fold2_0313_004641,highest,5,13d30d2c-05-김일구-적벽가_적벽강에_불_지르는데_vocal.mid,210-240s,4.72023,0.0,0.0
fold2_0313_004641,highest,6,2f560e4d-오케-심청전19_vocal.mid,180-210s,4.237042,0.0,0.0
fold2_0313_004641,highest,7,ea602e0b-04-김소희-춘향가_사또_잔칫날_어사_수작하는_대목_vocal.mid,600-630s,4.137181,0.0,0.0
fold2_0313_004641,highest,8,0b45d2c5-01-조상현-춘향가_호남좌도_남원부는아니리_vocal.mid,1140-1170s,3.365647,0.0,0.0
fold2_0313_004641,highest,9,2f560e4d-오케-심청전19_vocal.mid,120-150s,3.212695,0.422819,0.198113
fold2_0313_004641,highest,10,0b45d2c5-01-조상현-춘향가_호남좌도_남원부는아니리_vocal.mid,1170-1200s,3.087188,0.0,0.0
fold2_0313_004641,lowest,1,dd181be0-06-이일주-심청가_심청_환생_vocal.mid,30-60s,0.00114,1.0,0.333333
fold2_0313_004641,lowest,2,ea602e0b-04-김소희-춘향가_사또_잔칫날_어사_수작하는_대목_vocal.mid,540-570s,0.001176,1.0,0.333333
fold2_0313_004641,lowest,3,a40c9efd-05-김소희-춘향가_이도령_춘향이_그네타는_모습_보는_대목_vocal.mid,330-360s,0.001341,1.0,0.333333
fold2_0313_004641,lowest,4,ea602e0b-04-김소희-춘향가_사또_잔칫날_어사_수작하는_대목_vocal.mid,480-510s,0.001481,1.0,0.333333
fold2_0313_004641,lowest,5,52bdc9fb-19_심청가_--_화초타령_vocal.mid,0-30s,0.001859,1.0,0.333333
fold2_0313_004641,lowest,6,0b45d2c5-01-조상현-춘향가_호남좌도_남원부는아니리_vocal.mid,30-60s,0.001862,1.0,0.333333
fold2_0313_004641,lowest,7,5ae18986-03-안숙선-적벽가_조자룡_활_쏘는_데_vocal.mid,0-30s,0.00211,1.0,0.333333
fold2_0313_004641,lowest,8,a40c9efd-05-김소희-춘향가_이도령_춘향이_그네타는_모습_보는_대목_vocal.mid,360-390s,0.002507,1.0,0.333333
fold2_0313_004641,lowest,9,7ebfa2ad-01-오정숙-흥보가_흥보_살릴_중이_내려옴_vocal.mid,120-150s,0.002708,1.0,0.333333
fold2_0313_004641,lowest,10,6e7a3aa4-05-박동진-심청가_심청이_수궁에_가는_대목_vocal.mid,0-30s,0.002942,1.0,0.333333
fold3_0313_004641,highest,1,f38d7f9e-05-이일주-심청가_심청_모녀_상봉_vocal.mid,30-60s,6.459719,0.0,0.0
fold3_0313_004641,highest,2,a35f585a-03-박초월-수궁가_토끼_용왕_속이는_대목_vocal.mid,180-210s,4.659354,0.0,0.0
fold3_0313_004641,highest,3,440f223d-02-심청가_심봉사_딸_기다리다_물에_빠지는데중이_물에_빠진_심봉사_구하는데_vocal.mid,270-300s,3.572454,0.0,0.0
fold3_0313_004641,highest,4,5c1e6c62-03-이일주-심청가_용궁_당도_vocal.mid,90-120s,3.517603,0.0,0.0
fold3_0313_004641,highest,5,a35f585a-03-박초월-수궁가_토끼_용왕_속이는_대목_vocal.mid,420-450s,3.493946,0.278169,0.145087
fold3_0313_004641,highest,6,16d73495-02-조상현-춘향가_어잘_먹었다아니리_vocal.mid,270-300s,3.242642,0.261017,0.137993
fold3_0313_004641,highest,7,1439bccf-10-안숙선-적벽가_더질더질_vocal.mid,30-60s,3.0723,0.0,0.0
fold3_0313_004641,highest,8,3a2e56c2-30-03_심청가_--_심봉사_개안-03_vocal.mid,240-270s,2.811978,0.163333,0.093601
fold3_0313_004641,highest,9,0fc95dae-07-이일주-심청가_심봉사_개안_vocal.mid,540-570s,2.730982,0.290657,0.150134
fold3_0313_004641,highest,10,0fc95dae-07-이일주-심청가_심봉사_개안_vocal.mid,360-390s,2.165404,0.64094,0.260395
fold3_0313_004641,lowest,1,ad1a7c0c-01-조상현-춘향가_춘향모_술잔_받어들고아니리_vocal.mid,1260-1290s,6.8e-05,1.0,0.333333
fold3_0313_004641,lowest,2,f1dfa571-02-김소희-춘향가_어사_춘향이_옥중상봉_대목_vocal.mid,30-60s,0.00016,1.0,0.333333
fold3_0313_004641,lowest,3,abd9258f-02-안숙선-적벽가_장비_나오는_데_vocal.mid,450-480s,0.000213,1.0,0.333333
fold3_0313_004641,lowest,4,76bbf82f-05-김소희-춘향가_기생점고_대목_vocal.mid,0-30s,0.000274,1.0,0.333333
fold3_0313_004641,lowest,5,86d70db5-10-안숙선-적벽가_군사서름_자식_생각_vocal.mid,270-300s,0.000283,1.0,0.333333
fold3_0313_004641,lowest,6,b4fd8be6-03-김소희-춘향가_춘향이_상사의_정2_vocal.mid,90-120s,0.000397,1.0,0.333333
fold3_0313_004641,lowest,7,b4fd8be6-03-김소희-춘향가_춘향이_상사의_정2_vocal.mid,180-210s,0.000398,1.0,0.333333
fold3_0313_004641,lowest,8,16d73495-02-조상현-춘향가_어잘_먹었다아니리_vocal.mid,240-270s,0.000439,1.0,0.333333
fold3_0313_004641,lowest,9,0a3e284f-01-이일주-심청가_인당수로_향함_vocal.mid,750-780s,0.000485,1.0,0.333333
fold3_0313_004641,lowest,10,31fca129-04-02_심청가_--_곽씨_장사-02_vocal.mid,150-180s,0.000514,1.0,0.333333
fold4_0313_004641,highest,1,7b226c38-01-조상현-춘향가_한_모롱이를_돌아드니아니리_vocal.mid,930-960s,9.001099,0.0,0.0
fold4_0313_004641,highest,2,81d27d3f-04-심청가_심봉사_곽씨부인의_죽음을_알고_실성_하는데곽씨부인_상여나가는데_vocal.mid,330-360s,6.236325,0.0,0.0
fold4_0313_004641,highest,3,bd73d68f-05-이일주-심청가_곽씨_장례_vocal.mid,480-510s,5.965485,0.0,0.0
fold4_0313_004641,highest,4,bd73d68f-05-이일주-심청가_곽씨_장례_vocal.mid,30-60s,5.499141,0.0,0.0
fold4_0313_004641,highest,5,aa05b4c6-05-이일주-흥보가_쌀과_돈이_많이_나옴_vocal.mid,360-390s,4.853962,0.0,0.0
fold4_0313_004641,highest,6,8620d583-05-박초월-수궁가_토끼_수궁에서_나오는_대목_vocal.mid,270-300s,3.58467,0.0,0.0
fold4_0313_004641,highest,7,1c617b0e-09-김소희-춘향가_천자_뒷풀이_대목_vocal.mid,390-420s,3.498596,0.026667,0.017316
fold4_0313_004641,highest,8,7b226c38-01-조상현-춘향가_한_모롱이를_돌아드니아니리_vocal.mid,960-990s,3.235601,0.0,0.0
fold4_0313_004641,highest,9,81d27d3f-04-심청가_심봉사_곽씨부인의_죽음을_알고_실성_하는데곽씨부인_상여나가는데_vocal.mid,360-390s,3.209028,0.0,0.0
fold4_0313_004641,highest,10,c277f033-04-김연수-적벽가_조조가_장빙에게_쫓겨_도망가는_데_vocal.mid,240-270s,2.85131,0.425676,0.199052
fold4_0313_004641,lowest,1,bd73d68f-05-이일주-심청가_곽씨_장례_vocal.mid,120-150s,0.000601,1.0,0.333333
fold4_0313_004641,lowest,2,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,330-360s,0.000708,1.0,0.333333
fold4_0313_004641,lowest,3,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,300-330s,0.000894,1.0,0.333333
fold4_0313_004641,lowest,4,c235c995-05-이일주-심청가_심청_하직_vocal.mid,570-600s,0.00097,1.0,0.333333
fold4_0313_004641,lowest,5,ad739943-06-이일주-심청가_장승상댁_하직_vocal.mid,0-30s,0.000997,1.0,0.333333
fold4_0313_004641,lowest,6,7b226c38-01-조상현-춘향가_한_모롱이를_돌아드니아니리_vocal.mid,630-660s,0.001028,1.0,0.333333
fold4_0313_004641,lowest,7,1c617b0e-09-김소희-춘향가_천자_뒷풀이_대목_vocal.mid,330-360s,0.001151,1.0,0.333333
fold4_0313_004641,lowest,8,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,390-420s,0.001303,1.0,0.333333
fold4_0313_004641,lowest,9,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,360-390s,0.001329,1.0,0.333333
fold4_0313_004641,lowest,10,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,420-450s,0.001341,1.0,0.333333
fold5_0313_004641,highest,1,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,0-30s,14.557181,0.0,0.0
fold5_0313_004641,highest,2,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,150-180s,12.074085,0.0,0.0
fold5_0313_004641,highest,3,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,180-210s,6.235149,0.0,0.0
fold5_0313_004641,highest,4,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,60-90s,5.282601,0.0,0.0
fold5_0313_004641,highest,5,e40c8b74-09-01_심청가_--_심청_부친_위로-01_vocal.mid,0-30s,4.014751,0.605442,0.41666
fold5_0313_004641,highest,6,6ccfc3fc-02-박동진-짐승들의_상좌다툼_vocal.mid,60-90s,2.978426,0.0,0.0
fold5_0313_004641,highest,7,0939ce6e-02-김소희-춘향가_사랑가_대목_vocal.mid,150-180s,2.921271,0.0,0.0
fold5_0313_004641,highest,8,0aae76a0-04-심청가_심청_공양미_삼백석에_몸을_팔고_행선을_준비하는데_vocal.mid,1020-1050s,2.706992,0.0,0.0
fold5_0313_004641,highest,9,7c256371-01-박록주-진국명산_vocal.mid,0-30s,2.634187,0.0,0.0
fold5_0313_004641,highest,10,0aae76a0-04-심청가_심청_공양미_삼백석에_몸을_팔고_행선을_준비하는데_vocal.mid,1170-1200s,2.350451,0.09,0.055046
fold5_0313_004641,lowest,1,6b772d57-09-김소희-춘향가_어사_시치미_떼는_대목_vocal.mid,90-120s,0.0004,1.0,0.333333
fold5_0313_004641,lowest,2,d3999012-오케-심청전14_vocal.mid,30-60s,0.00044,1.0,0.333333
fold5_0313_004641,lowest,3,d3999012-오케-심청전14_vocal.mid,90-120s,0.000445,1.0,0.333333
fold5_0313_004641,lowest,4,6b772d57-09-김소희-춘향가_어사_시치미_떼는_대목_vocal.mid,30-60s,0.000516,1.0,0.333333
fold5_0313_004641,lowest,5,ac57aff1-08-안숙선-적벽가_새타령_vocal.mid,60-90s,0.000519,1.0,0.333333
fold5_0313_004641,lowest,6,f2a9b842-01-박초월-수궁가_초입용왕_득병하는데_vocal.mid,30-60s,0.000537,1.0,0.333333
fold5_0313_004641,lowest,7,d3999012-오케-심청전14_vocal.mid,60-90s,0.000675,1.0,0.333333
fold5_0313_004641,lowest,8,6b772d57-09-김소희-춘향가_어사_시치미_떼는_대목_vocal.mid,180-210s,0.000679,1.0,0.333333
fold5_0313_004641,lowest,9,60b3658c-02-05_심청가_--_심청_출산-05_vocal.mid,0-30s,0.000681,1.0,0.333333
fold5_0313_004641,lowest,10,a136031e-23-03_심청가_--_짝타령_뺑덕이네_행실-03_vocal.mid,240-270s,0.000698,1.0,0.333333
fold6_0313_004641,highest,1,865e12f9-07-김소희-춘향가_이도령과_춘향_훗날_기약하는_대목_vocal.mid,360-390s,7.597839,0.013333,0.008772
fold6_0313_004641,highest,2,c95977dc-01-성창순-심청가눈뜨는_대목_vocal.mid,690-720s,6.623209,0.123288,0.073171
fold6_0313_004641,highest,3,c53ef1d6-03-남해성-수궁가_토끼_화상을_그리는_대목주부_모친이_별주부_세상_나가는_것을_말리는_대목_vocal.mid,0-30s,6.509582,0.020408,0.148148
fold6_0313_004641,highest,4,51a3f11f-01-조상현-춘향가_초경이경삼사오경이진양_vocal.mid,930-960s,6.200063,0.327526,0.329825
fold6_0313_004641,highest,5,cceb3afa-03-김일구-적벽가_삼고초려_찾아_가는데_vocal.mid,240-270s,6.096391,0.0,0.0
fold6_0313_004641,highest,6,fb34b83f-08-성우향-춘향가_이도령이_천자뒤풀이를_하는_데_vocal.mid,150-180s,5.80579,0.0,0.0
fold6_0313_004641,highest,7,f3e5460b-06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다_vocal.mid,180-210s,5.599976,0.242424,0.153846
fold6_0313_004641,highest,8,f3e5460b-06-안향련-심청가_심청_황후가_되는_대목_엇몰이위의도_장할시고아니리이때_남경장사중머리넋이야_넋이로다_vocal.mid,150-180s,5.274498,0.0,0.0
fold6_0313_004641,highest,9,e719dced-01-박동진-수궁가_vocal.mid,960-990s,4.987521,0.0,0.0
fold6_0313_004641,highest,10,037e72a6-03-김소희-춘향가_십장가_대목_vocal.mid,600-630s,4.816098,0.0,0.0
fold6_0313_004641,lowest,1,865e12f9-07-김소희-춘향가_이도령과_춘향_훗날_기약하는_대목_vocal.mid,240-270s,4e-05,1.0,0.333333
fold6_0313_004641,lowest,2,99755284-06-김소희-춘향가_옥중가_대목_vocal.mid,480-510s,6.3e-05,1.0,0.333333
fold6_0313_004641,lowest,3,d19e5ebb-08-김소희-춘향가_춘향모_어사모습_보고_자탄하는_대목_vocal.mid,120-150s,7.8e-05,1.0,0.333333
fold6_0313_004641,lowest,4,865e12f9-07-김소희-춘향가_이도령과_춘향_훗날_기약하는_대목_vocal.mid,60-90s,0.000127,1.0,0.333333
fold6_0313_004641,lowest,5,865e12f9-07-김소희-춘향가_이도령과_춘향_훗날_기약하는_대목_vocal.mid,210-240s,0.00014,1.0,0.333333
fold6_0313_004641,lowest,6,8b922b07-06-이일주-심청가_젖동냥_vocal.mid,30-60s,0.000167,1.0,0.333333
fold6_0313_004641,lowest,7,570a5db1-02-남해성-수궁가_왕이_탄식하는_대목수국신화와_별주부가_들어오는_대목_vocal.mid,150-180s,0.000271,1.0,0.333333
fold6_0313_004641,lowest,8,2607dcdc-01_삼고초려_vocal.mid,150-180s,0.000283,1.0,0.333333
fold6_0313_004641,lowest,9,133262b6-03-박록주-흥보가_비단타령_vocal.mid,30-60s,0.00029,1.0,0.333333
fold6_0313_004641,lowest,10,570a5db1-02-남해성-수궁가_왕이_탄식하는_대목수국신화와_별주부가_들어오는_대목_vocal.mid,120-150s,0.000317,1.0,0.333333
fold7_0313_004641,highest,1,0e23e10c-오케-심청전30_vocal.mid,150-180s,4.003056,0.318792,0.223793
fold7_0313_004641,highest,2,db06fc71-오케-심청전04_vocal.mid,0-30s,3.683729,0.190635,0.110787
fold7_0313_004641,highest,3,970644ca-06-박초월-수궁가_토끼_별주부에게_욕하는데_vocal.mid,30-60s,3.297542,0.0,0.0
fold7_0313_004641,highest,4,48e0d92c-08-이일주-흥보가_흥보_놀보에게_얻어_맞음_vocal.mid,450-480s,3.18672,0.0,0.0
fold7_0313_004641,highest,5,48e0d92c-08-이일주-흥보가_흥보_놀보에게_얻어_맞음_vocal.mid,180-210s,3.167599,0.0,0.0
fold7_0313_004641,highest,6,608e81d1-01-김일구-적벽가_군사들이_싸움타령_하는데_vocal.mid,360-390s,3.038922,0.461279,0.210445
fold7_0313_004641,highest,7,53eeb284-오케-심청전12_vocal.mid,60-90s,2.964234,0.0,0.0
fold7_0313_004641,highest,8,970644ca-06-박초월-수궁가_토끼_별주부에게_욕하는데_vocal.mid,150-180s,2.900001,0.0,0.0
fold7_0313_004641,highest,9,fb24a4c1-04-김소희-춘향가_적성가_대목_vocal.mid,180-210s,2.818473,0.0,0.0
fold7_0313_004641,highest,10,bdf0e6dd-02-01_심청가_--_심청_출산-01_vocal.mid,0-30s,2.54997,0.690236,0.272244
fold7_0313_004641,lowest,1,093aaab5-01-이일주-심청가_심봉사_탄식_vocal.mid,270-300s,0.00027,1.0,0.333333
fold7_0313_004641,lowest,2,83b308de-01-조상현-춘향가_그때으_춘향이가아니리_vocal.mid,360-390s,0.000287,1.0,0.333333
fold7_0313_004641,lowest,3,d3bd63a4-07-이일주-심청가_화초타령_vocal.mid,210-240s,0.000412,1.0,0.333333
fold7_0313_004641,lowest,4,acc34ab4-06-김소희-춘향가_어사_춘향이_얼러보는_대목_vocal.mid,330-360s,0.000434,1.0,0.333333
fold7_0313_004641,lowest,5,dd9f630b-01-김소희-춘향가_신관사또_수작대목_vocal.mid,270-300s,0.000566,1.0,0.333333
fold7_0313_004641,lowest,6,2f7c21d8-04-박초월-수궁가_토끼화상_vocal.mid,0-30s,0.00058,1.0,0.333333
fold7_0313_004641,lowest,7,dd9f630b-01-김소희-춘향가_신관사또_수작대목_vocal.mid,240-270s,0.000613,1.0,0.333333
fold7_0313_004641,lowest,8,92bfe7ae-04-김소희-춘향가_남원_기생들_vocal.mid,60-90s,0.000654,1.0,0.333333
fold7_0313_004641,lowest,9,3fdb5565-06-오정숙-흥보가_놀보_화초장을_얻어_돌아옴_vocal.mid,0-30s,0.000667,1.0,0.333333
fold7_0313_004641,lowest,10,d3bd63a4-07-이일주-심청가_화초타령_vocal.mid,0-30s,0.000729,1.0,0.333333
fold8_0313_004641,highest,1,2cf5b6df-02-조상현-춘향가_여보장모염려마오잦은_중몰이_vocal.mid,300-330s,5.83558,0.0,0.0
fold8_0313_004641,highest,2,e353ec67-02-이일주-흥보가_놀보_심술_vocal.mid,210-240s,5.612089,0.163265,0.093567
fold8_0313_004641,highest,3,2e8fa655-07-박초월-수궁가_날짐승_상좌_다툼_대목_vocal.mid,240-270s,4.574584,0.0,0.0
fold8_0313_004641,highest,4,7f60dd26-오케-심청전24_vocal.mid,0-30s,4.506901,0.0,0.0
fold8_0313_004641,highest,5,2cf5b6df-02-조상현-춘향가_여보장모염려마오잦은_중몰이_vocal.mid,270-300s,3.697037,0.248299,0.132607
fold8_0313_004641,highest,6,1a7e55ff-03-안숙선-적벽가_조자룡_활_쏘는_데_vocal.mid,600-630s,3.616289,0.33,0.165414
fold8_0313_004641,highest,7,3b9f7ff1-오케-심청전10_vocal.mid,60-90s,3.318344,0.191919,0.107345
fold8_0313_004641,highest,8,aa52cff6-29_심청가_--_안씨_맹인_vocal.mid,240-270s,2.829777,0.04,0.02807
fold8_0313_004641,highest,9,d63cf6f4-05-김일구-적벽가_관우_매복하다_조조_공격하는데_vocal.mid,570-600s,2.80886,0.0,0.0
fold8_0313_004641,highest,10,aa52cff6-29_심청가_--_안씨_맹인_vocal.mid,150-180s,2.772956,0.23,0.124661
fold8_0313_004641,lowest,1,4b419918-09-안숙선-적벽가_관운장_조조_풀어주는_데_vocal.mid,330-360s,0.00031,1.0,0.333333
fold8_0313_004641,lowest,2,e491adab-09-안숙선-적벽가_군사서름_고당상_vocal.mid,90-120s,0.000462,1.0,0.333333
fold8_0313_004641,lowest,3,e491adab-09-안숙선-적벽가_군사서름_고당상_vocal.mid,420-450s,0.000547,1.0,0.333333
fold8_0313_004641,lowest,4,e353ec67-02-이일주-흥보가_놀보_심술_vocal.mid,0-30s,0.000555,1.0,0.333333
fold8_0313_004641,lowest,5,7d25a081-02-김일구-적벽가_초입세_형제_결의_하는데_vocal.mid,210-240s,0.000566,1.0,0.333333
fold8_0313_004641,lowest,6,3b9f7ff1-오케-심청전10_vocal.mid,150-180s,0.000572,1.0,0.333333
fold8_0313_004641,lowest,7,3b9f7ff1-오케-심청전10_vocal.mid,30-60s,0.000744,1.0,0.333333
fold8_0313_004641,lowest,8,e353ec67-02-이일주-흥보가_놀보_심술_vocal.mid,30-60s,0.000968,1.0,0.333333
fold8_0313_004641,lowest,9,dabbff5f-07-안숙선-적벽가_적벽화전_vocal.mid,240-270s,0.000969,1.0,0.333333
fold8_0313_004641,lowest,10,4b419918-09-안숙선-적벽가_관운장_조조_풀어주는_데_vocal.mid,240-270s,0.001156,1.0,0.333333
fold9_0313_134305,highest,1,5feaa03d-08-박록주-흥보가_놀보의_첫번째_박에서_남사당패가_나오는_데_vocal.mid,390-420s,10.5741,0.0,0.0
fold9_0313_134305,highest,2,5feaa03d-08-박록주-흥보가_놀보의_첫번째_박에서_남사당패가_나오는_데_vocal.mid,360-390s,5.437026,0.0,0.0
fold9_0313_134305,highest,3,a22f10d6-09-안향련-심청가_심봉사_눈_뜨는_대목_중중머리어전사령이_나온다창조이때_심황후진양이_잔치를_배설키는_vocal.mid,30-60s,5.40344,0.227425,0.178478
fold9_0313_134305,highest,4,5feaa03d-08-박록주-흥보가_놀보의_첫번째_박에서_남사당패가_나오는_데_vocal.mid,300-330s,4.917165,0.0,0.0
fold9_0313_134305,highest,5,45791293-10-김소희-심청가_장승상대_가는_대목_vocal.mid,90-120s,3.550958,0.0,0.0
fold9_0313_134305,highest,6,cdff4356-09-이일주-흥보가_흥보_살릴_중이_내려옴_vocal.mid,330-360s,2.794639,0.282313,0.321705
fold9_0313_134305,highest,7,205b295e-02-심청가_초입심봉사와_곽씨부인_태몽꾸는데_vocal.mid,90-120s,2.794239,0.0,0.0
fold9_0313_134305,highest,8,5be0fc3c-27-02_심청가_--_심봉사_목욕-02_vocal.mid,210-240s,2.718612,0.0,0.0
fold9_0313_134305,highest,9,5be0fc3c-27-02_심청가_--_심봉사_목욕-02_vocal.mid,150-180s,2.497714,0.473333,0.214178
fold9_0313_134305,highest,10,039d6b6e-02-03_심청가_--_심청_출산-03_vocal.mid,30-60s,2.225007,0.444816,0.38227
fold9_0313_134305,lowest,1,205b295e-02-심청가_초입심봉사와_곽씨부인_태몽꾸는데_vocal.mid,0-30s,5.1e-05,1.0,0.333333
fold9_0313_134305,lowest,2,d207244a-03-김소희-춘향가_이도령_이별_고하러_춘향집_가는_대목_vocal.mid,150-180s,9.5e-05,1.0,0.333333
